3735,2125,355,333,259,211,156,135,114,99,97,73,68,55,54,48,46,45,45,42,
2265,88,12,32,5,43,4,10,5,4,36,41,53,3,0,34,1,4,1,8,
931,1,0,19,10,1,0,0,0,0,27,0,0,0,0,0,2,0,0,13,
2950,139,6,28,52,6,3,1,3,2,34,0,0,0,1,3,1,2,1,20,
9,16,4,7,1,60,0,0,0,0,28,13,56,0,0,26,1,3,1,2,
794,86,0,0,0,2,2,5,6,0,0,0,1,2,0,0,0,1,1,0,
425,2,5,0,29,1,5,10,4,0,0,0,0,0,0,2,3,6,0,0,
671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
1,21,8,273,70,32,6,10,28,6,2,20,1,7,5,0,4,6,4,1,
1733,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
182,1109,139,161,243,209,74,72,78,50,56,68,38,47,33,30,21,24,24,26,
8,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,5,0,12,2,0,0,0,0,50,15,5,3,0,3,0,2,0,0,17,
670,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,462,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
