11543,28
11540,47
11545,3
11549,50
3483,36
5986,11
5984,13
5985,54
6797,16
6794,33
6790,59
6791,42
6799,28
16252,55
16251,49
273,48
16257,3
16708,4
19975,12
16705,28
279,34
16707,38
16258,51
16700,1
12014,32
12017,18
12016,9
12011,48
12010,9
12380,52
17258,58
15482,13
17250,29
17251,21
17254,48
17256,3
10709,35
10708,58
9258,1
9259,51
10703,16
9525,14
9526,11
9255,33
9252,5
9253,30
9250,32
10704,39
15956,51
3958,25
6348,48
3511,17
3517,29
3514,36
2688,30
2687,44
2681,17
14626,12
14622,43
14623,1
14629,1
98,44
93,7
96,1
13059,33
13053,39
13056,56
13054,38
18703,28
18708,52
17829,45
17825,12
17822,12
20259,39
20252,28
20251,59
20256,28
20257,59
20255,59
1177,4
1176,14
1174,58
1173,6
1170,33
1178,7
7189,6
7184,13
7185,6
3433,39
3435,39
12831,7
12830,0
12836,2
12834,11
8017,14
8016,33
8547,55
8546,51
15281,55
8012,27
15283,33
8010,11
7455,14
7453,12
7459,59
2658,25
2742,16
4848,11
4595,0
10884,44
10885,4
10887,55
10883,24
16884,33
6537,41
8293,5
8292,28
15551,39
8294,59
15553,6
15000,43
393,11
390,55
399,59
2309,13
2308,6
4729,32
2301,1
13615,59
2303,53
2304,28
2307,54
19704,4
19702,12
16063,58
11283,32
11282,6
11285,17
11284,34
11287,3
17622,2
17625,1
3747,17
3744,11
3742,53
3743,55
3740,25
4621,55
4622,38
13532,1
4625,39
14539,1
11756,33
11755,1
11754,44
11753,39
11752,47
11751,42
11750,52
10695,3
11758,50
19560,48
19561,59
19562,34
16396,6
16394,6
16395,11
16398,11
16399,47
20887,1
20885,43
20735,43
20734,1
20736,44
20793,44
20888,43
13286,49
13282,9
13281,48
13280,30
203,22
17652,55
14166,33
21283,25
21281,59
21286,44
21287,1
21285,36
20089,39
20087,19
20080,19
10391,20
10393,14
10394,49
10398,16
7218,1
16935,0
16932,3
271,21
7212,25
272,48
7216,53
16939,49
12226,12
12227,33
6215,54
6214,53
6213,14
12223,24
6211,13
12221,12
16256,3
15708,33
6818,51
15878,6
15879,12
6811,54
6810,1
15702,33
15703,18
6815,11
6814,52
6817,1
6816,16
9755,3
9752,49
10573,4
19978,28
18930,42
18938,11
21429,11
8849,11
8845,48
8846,6
8914,30
11848,9
7669,39
18530,16
12249,17
1768,44
1769,33
1763,33
1760,1
1767,33
1764,7
1765,7
18646,46
19037,54
18313,11
692,33
693,33
690,33
691,33
696,53
1543,7
695,33
11111,7
698,32
699,44
11115,32
14476,24
8710,39
8711,11
8716,53
8717,18
11763,11
17923,49
5611,17
5617,44
5615,11
17925,56
17032,59
11568,25
11569,50
11563,1
11564,28
11565,23
11566,25
11567,52
3042,12
10702,16
9527,30
6778,53
6779,43
6774,53
6776,33
6777,33
6770,58
6771,32
6773,33
9964,32
9965,23
9967,53
9961,7
9963,14
259,49
16723,30
16230,46
16233,1
16232,11
19915,43
16234,4
16725,34
12033,14
12031,52
12036,33
12035,15
9509,24
9502,14
9503,33
9505,10
3688,16
3681,18
3680,44
3684,29
2518,52
2519,13
2517,56
2512,12
2513,53
3533,39
5058,6
3534,39
3539,49
5055,46
5057,3
5050,44
5051,13
5053,33
10760,10
10767,3
10768,17
14642,9
14867,19
14865,24
18549,9
18895,1
16745,39
18898,5
13070,9
13072,11
13890,7
13077,12
13078,33
18769,7
18768,24
18093,53
7896,51
18765,30
18096,46
18095,19
20270,30
20273,46
20274,7
20278,28
20279,47
10185,14
10186,33
10181,6
10180,6
10183,22
20376,28
1159,11
1157,44
1156,49
1153,11
1152,47
15119,10
15118,33
15111,51
15110,54
8036,25
8030,14
8032,47
8039,47
12858,11
8528,32
12853,12
8520,32
8526,53
12857,50
20693,38
16350,59
4297,19
4292,43
7261,44
4748,11
4742,45
4741,9
4740,45
4747,43
4745,25
19762,55
16003,33
19760,11
19761,59
19766,41
19767,12
16005,30
19769,45
17359,30
17607,44
17601,5
17352,39
2182,46
4609,30
4606,11
4604,30
2188,25
4603,48
4600,30
8683,49
12239,52
8681,39
8138,49
15345,53
151,52
153,24
152,33
20869,30
15430,49
157,54
20865,35
20715,46
6456,28
20712,13
20711,32
15348,34
19155,11
8137,39
19635,5
6187,44
6186,59
6185,32
5934,12
6181,50
6180,11
6189,49
6188,51
2725,39
5931,44
2720,6
15713,11
2729,53
2728,11
9190,49
7234,12
7235,33
7940,12
9194,36
7942,33
9196,9
10377,9
10375,21
7948,7
7949,6
10371,2
9744,29
16918,23
16916,59
16917,12
16910,32
16911,23
16912,44
16913,34
12208,48
3089,12
6235,33
6234,25
12207,32
6231,4
12201,54
6233,32
6232,44
10565,33
10518,12
9779,1
17291,48
9777,0
9771,29
10515,55
14981,4
18953,32
14983,43
14982,41
14985,4
8863,53
14987,39
18955,23
21404,11
14988,16
21406,44
21401,11
8868,59
21403,46
818,59
811,6
10233,47
816,58
817,6
5264,29
1706,18
5260,9
1708,33
14180,7
5269,34
5268,30
15851,14
14324,7
18374,9
11134,12
11133,5
11132,44
18371,31
17980,39
17981,5
16377,28
17986,11
3028,45
17988,7
3026,41
3025,11
3023,11
15580,40
15581,16
8738,59
15585,6
8736,33
8734,22
8732,11
8733,6
8730,11
8731,32
3957,54
4194,28
4192,16
4193,33
5670,5
5671,1
5672,1
5675,55
5677,28
5678,59
5679,13
8836,11
6437,18
15327,52
15324,12
6434,29
6433,12
12443,17
12441,54
8198,35
8199,58
15329,48
6758,9
6759,52
6752,55
6757,0
9943,36
9940,18
9941,53
16216,11
19935,12
16214,0
19933,25
16212,2
16211,1
19930,12
16749,45
16219,52
12050,53
12053,12
12054,11
12059,18
236,48
237,0
232,48
233,9
2538,1
2539,25
2532,5
2530,30
2534,1
10922,53
17164,41
17163,24
5072,44
5070,39
5071,53
5076,15
5077,51
17168,35
17169,22
9560,18
9561,31
9562,13
9563,53
10749,41
10748,54
932,17
10744,24
10743,29
10742,10
5382,10
5385,53
18563,29
11837,26
18567,30
18566,11
14666,55
14843,54
12852,12
13096,30
13095,16
13092,4
13093,15
13090,50
20298,1
20299,25
20291,7
797,5
9385,33
11181,16
793,58
9381,1
9382,12
9383,1
9388,6
9389,44
1138,25
1137,14
1135,32
1134,59
4974,14
15138,5
15130,25
15136,32
15321,34
7148,33
7149,42
7146,33
7141,6
7143,0
18746,30
2149,34
2148,32
18749,34
8501,33
8051,53
12874,14
8056,25
8506,54
8509,11
12878,16
7498,33
2886,33
2887,7
2884,41
16986,53
7490,1
7491,32
7496,30
7497,51
7494,1
7495,50
16393,33
3276,38
1288,52
4765,50
13656,53
4768,29
11249,29
11241,34
8767,28
11243,16
11242,38
16029,1
5808,54
16021,11
16022,50
16023,53
5807,9
19745,32
16026,1
17372,49
1572,18
687,53
11798,49
11793,54
11791,45
11795,9
680,44
7843,4
20840,57
16636,30
16688,11
16684,24
16685,1
16687,4
16680,24
16681,22
10354,58
10355,0
10356,49
2708,25
10352,3
4881,9
4884,11
2700,52
4887,18
7963,1
10688,34
7961,45
7966,17
7967,42
7964,12
9178,58
10682,22
7968,12
9172,41
9171,21
6119,30
16978,49
16979,17
3951,53
16973,3
16970,0
16975,45
17081,1
17083,3
